name,code,date,open,low,high,price,volume,Sector_main,sector,change
DIGI.COM BHD,6947,3/7/2019,4.54,4.54,4.6,4.56,2680600.0,Main Market,Telecommunications & Media,-0.002188184
DIGI.COM BHD,6947,3/8/2019,4.57,4.54,4.66,4.56,2941900.0,Main Market,Telecommunications & Media,0.0
DIGI.COM BHD,6947,3/11/2019,4.54,4.51,4.57,4.51,1971800.0,Main Market,Telecommunications & Media,-0.010964912
DIGI.COM BHD,6947,3/12/2019,4.52,4.51,4.57,4.53,838800.0,Main Market,Telecommunications & Media,0.00443459
DIGI.COM BHD,6947,3/13/2019,4.54,4.53,4.57,4.55,1775600.0,Main Market,Telecommunications & Media,0.004415011
DIGI.COM BHD,6947,3/14/2019,4.48,4.48,4.57,4.53,3210700.0,Main Market,Telecommunications & Media,-0.004395604
DIGI.COM BHD,6947,3/15/2019,4.51,4.51,4.64,4.62,9302400.0,Main Market,Telecommunications & Media,0.01986755
DIGI.COM BHD,6947,3/18/2019,4.6,4.6,4.67,4.67,5409700.0,Main Market,Telecommunications & Media,0.010822511000000002
DIGI.COM BHD,6947,3/19/2019,4.68,4.65,4.69,4.65,1309900.0,Main Market,Telecommunications & Media,-0.004282655
DIGI.COM BHD,6947,3/20/2019,4.65,4.58,4.68,4.66,2533300.0,Main Market,Telecommunications & Media,0.002150538
DIGI.COM BHD,6947,3/21/2019,4.67,4.61,4.67,4.61,3380800.0,Main Market,Telecommunications & Media,-0.010729613999999998
DIGI.COM BHD,6947,3/22/2019,4.56,4.56,4.65,4.65,1999600.0,Main Market,Telecommunications & Media,0.00867679
DIGI.COM BHD,6947,3/25/2019,4.56,4.56,4.62,4.58,1141800.0,Main Market,Telecommunications & Media,-0.015053763000000001
DIGI.COM BHD,6947,3/26/2019,4.66,4.58,4.66,4.61,3050000.0,Main Market,Telecommunications & Media,0.006550218000000001
DIGI.COM BHD,6947,3/27/2019,4.6,4.59,4.63,4.59,1620100.0,Main Market,Telecommunications & Media,-0.004338395
DIGI.COM BHD,6947,3/28/2019,4.59,4.58,4.62,4.6,3900700.0,Main Market,Telecommunications & Media,0.002178649
DIGI.COM BHD,6947,3/29/2019,4.62,4.52,4.68,4.55,4444300.0,Main Market,Telecommunications & Media,-0.010869565
DIGI.COM BHD,6947,4/1/2019,4.56,4.56,4.61,4.6,2636000.0,Main Market,Telecommunications & Media,0.010989011000000002
DIGI.COM BHD,6947,4/2/2019,4.56,4.56,4.66,4.61,1616800.0,Main Market,Telecommunications & Media,0.002173913
DIGI.COM BHD,6947,4/3/2019,4.66,4.61,4.66,4.64,1228800.0,Main Market,Telecommunications & Media,0.0065075919999999995
DIGI.COM BHD,6947,4/4/2019,4.65,4.63,4.69,4.69,8204900.0,Main Market,Telecommunications & Media,0.010775861999999999
DIGI.COM BHD,6947,4/5/2019,4.7,4.67,4.7,4.7,2471800.0,Main Market,Telecommunications & Media,0.0021321960000000003
DIGI.COM BHD,6947,4/8/2019,4.7,4.69,4.72,4.7,5226200.0,Main Market,Telecommunications & Media,0.0
DIGI.COM BHD,6947,4/9/2019,4.72,4.65,4.72,4.69,1807300.0,Main Market,Telecommunications & Media,-0.00212766
DIGI.COM BHD,6947,4/10/2019,4.68,4.67,4.71,4.69,3178800.0,Main Market,Telecommunications & Media,0.0
DIGI.COM BHD,6947,4/11/2019,4.69,4.68,4.71,4.69,1984000.0,Main Market,Telecommunications & Media,0.0
DIGI.COM BHD,6947,4/12/2019,4.68,4.67,4.72,4.72,2092600.0,Main Market,Telecommunications & Media,0.006396588000000001
DIGI.COM BHD,6947,4/15/2019,4.72,4.7,4.74,4.72,4326100.0,Main Market,Telecommunications & Media,0.0
DIGI.COM BHD,6947,4/18/2019,4.65,4.65,4.67,4.66,1521300.0,Main Market,Telecommunications & Media,-0.012711864
DIGI.COM BHD,6947,4/19/2019,4.66,4.63,4.7,4.65,155600.0,Main Market,Telecommunications & Media,-0.0021459229999999997
DIGI.COM BHD,6947,4/22/2019,4.65,4.52,4.68,4.53,5928800.0,Main Market,Telecommunications & Media,-0.025806452
DIGI.COM BHD,6947,4/23/2019,4.53,4.48,4.53,4.49,5406800.0,Main Market,Telecommunications & Media,-0.008830022
