,code,date,news,extract_code,extracted_date
11348,https://www.klsescreener.com/v2/news/stock/1171,"Nanyang01 Mar, 2019 00:00am - 2 weeks ago",马建屋末季净利跌5%,1171,2019-03-01
11346,https://www.klsescreener.com/v2/news/stock/1171,"Sinchew01 Mar, 2019 12:36pm - 2 weeks ago",利息收入降·马屋业末季赚1.2亿,1171,2019-03-01
11391,https://www.klsescreener.com/v2/news/stock/1171,"Chinapress28 Feb, 2019 23:29pm - 3 weeks ago",马建屋全年净利涨54%,1171,2019-02-28
7295,https://www.klsescreener.com/v2/news/stock/1198,"TheEdge01 Mar, 2019 10:00am - 3 weeks ago",私有化献议催化 MAA创14年新高,1198,2019-03-01
16406,https://www.klsescreener.com/v2/news/stock/1198,"TheStar28 Feb, 2019 09:47am - 2 weeks ago",Melewar proposes to take MAA private via SCR,1198,2019-02-28
7308,https://www.klsescreener.com/v2/news/stock/1198,"TheStar27 Feb, 2019 09:45am - 4 weeks ago",Quick take: MAA Group to announce corporate exercise,1198,2019-02-27
16409,https://www.klsescreener.com/v2/news/stock/1198,"TheEdge27 Feb, 2019 19:53pm - 2 weeks ago",美丽华拟每股1.10令吉私有化MAA,1198,2019-02-27
16407,https://www.klsescreener.com/v2/news/stock/1198,"TheEdge28 Feb, 2019 06:28am - 2 weeks ago","KLCI seen starting lacklustre in line with global markets, hurdle at 1,720",1198,2019-02-28
16408,https://www.klsescreener.com/v2/news/stock/1198,"TheEdge28 Feb, 2019 00:54am - 2 weeks ago","MAA, AirAsia, GenM, Genting, Pos Malaysia, Hengyuan, UMW, Sime Darby Property, TH Heavy, IHH, MMC, Serba Dinamik and YTL Corp",1198,2019-02-28
16410,https://www.klsescreener.com/v2/news/stock/1198,"TheEdge27 Feb, 2019 19:14pm - 2 weeks ago",Melewar offers to take MAA private at RM1.10 a share,1198,2019-02-27
16411,https://www.klsescreener.com/v2/news/stock/1198,"TheEdge27 Feb, 2019 17:39pm - 2 weeks ago","Melewar Group proposes to privatise MAA Group via selective capital reduction, repayment of RM1.10 a share",1198,2019-02-27
16412,https://www.klsescreener.com/v2/news/stock/1198,"TheEdge27 Feb, 2019 12:48pm - 2 weeks ago",MAA暂停交易,1198,2019-02-27
7299,https://www.klsescreener.com/v2/news/stock/1198,"TheStar28 Feb, 2019 10:42am - 3 weeks ago","Cash-rich MAA Group hit limit-up, surges to multi-year high",1198,2019-02-28
7307,https://www.klsescreener.com/v2/news/stock/1198,"TheEdge27 Feb, 2019 12:24pm - 4 weeks ago",Trading in MAA securities halted pending announcement,1198,2019-02-27
16404,https://www.klsescreener.com/v2/news/stock/1198,"TheEdge28 Feb, 2019 15:15pm - 2 weeks ago",MAA shares hit limit up on privatisation offer,1198,2019-02-28
16403,https://www.klsescreener.com/v2/news/stock/1198,"TheEdge28 Feb, 2019 15:42pm - 2 weeks ago",大股东拟私有化 MAA涨停板,1198,2019-02-28
16402,https://www.klsescreener.com/v2/news/stock/1198,"TheEdge01 Mar, 2019 09:49am - 2 weeks ago",MAA at 14-year high on privatisation offer,1198,2019-03-01
7290,https://www.klsescreener.com/v2/news/stock/1198,"Nanyang18 Mar, 2019 23:43pm - 1 week ago",2月汽车销量跌1.8%,1198,2019-03-18
7291,https://www.klsescreener.com/v2/news/stock/1198,"TheEdge04 Mar, 2019 10:40am - 3 weeks ago",Stock With Momentum: MAA Group,1198,2019-03-04
6354,https://www.klsescreener.com/v2/news/stock/1201,"TheEdge07 Mar, 2019 16:49pm - 2 weeks ago",幸马泰资源末季净亏大幅收窄 营业额为零,1201,2019-03-07
6244,https://www.klsescreener.com/v2/news/stock/1201,"Nanyang08 Mar, 2019 00:00am - 1 week ago",幸马泰末季净亏收窄,1201,2019-03-08
6353,https://www.klsescreener.com/v2/news/stock/1201,"Sinchew07 Mar, 2019 17:56pm - 2 weeks ago",营运开销减少·幸马泰资源末季亏损减,1201,2019-03-07
6245,https://www.klsescreener.com/v2/news/stock/1201,"TheStar08 Mar, 2019 00:00am - 1 week ago",Sumatec posts RM2.7mil net     loss in FY18,1201,2019-03-08
6246,https://www.klsescreener.com/v2/news/stock/1201,"TheEdge07 Mar, 2019 23:04pm - 1 week ago","S P Setia, Lafarge, Handal Resources, Pelangi, Sasbadi, Jiankun, KNM, Maxis and Sumatec",1201,2019-03-07
6251,https://www.klsescreener.com/v2/news/stock/1201,"TheEdge07 Mar, 2019 13:34pm - 1 week ago","Sumatec 4Q net loss at RM826,000 versus RM66m net loss a year earlier",1201,2019-03-07
6250,https://www.klsescreener.com/v2/news/stock/1201,"TheStar07 Mar, 2019 13:51pm - 1 week ago",Sumatec posts net loss RM2.74m in FY18,1201,2019-03-07
6249,https://www.klsescreener.com/v2/news/stock/1201,"TheEdge07 Mar, 2019 16:25pm - 1 week ago","Sumatec 4Q net loss down 98%, records zero revenue",1201,2019-03-07
6351,https://www.klsescreener.com/v2/news/stock/1201,"Chinapress07 Mar, 2019 23:32pm - 2 weeks ago",幸马泰资源 末季亏损收窄至83万,1201,2019-03-07
1014,https://www.klsescreener.com/v2/news/stock/1295,"Nanyang12 Mar, 2019 23:50pm - 5 days ago",上升股:大众银行阻力RM24.60,1295,2019-03-12
1013,https://www.klsescreener.com/v2/news/stock/1295,"Sinchew13 Mar, 2019 09:45am - 5 days ago",能源股火热‧马股开盘走低,1295,2019-03-13
1045,https://www.klsescreener.com/v2/news/stock/1295,"TheEdge27 Mar, 2019 09:09am - 11 hours ago",KLCI opens lower in line with regional decline,1295,2019-03-27
1044,https://www.klsescreener.com/v2/news/stock/1295,"TheStar27 Mar, 2019 09:21am - 10 hours ago","KLCI extends slide, oil slips following overnight rally",1295,2019-03-27
1004,https://www.klsescreener.com/v2/news/stock/1295,"TheEdge14 Mar, 2019 13:31pm - 4 days ago",福布斯亚洲：郭鹤年仍是大马首富,1295,2019-03-14
1007,https://www.klsescreener.com/v2/news/stock/1295,"Nanyang14 Mar, 2019 11:15am - 4 days ago",2019福布斯大马富豪榜 郭鹤年522亿蝉联冠军,1295,2019-03-14
1048,https://www.klsescreener.com/v2/news/stock/1295,"Nanyang26 Mar, 2019 09:30am - 1 day ago",【独家】关注能否“富过N代”继承计划牵引富豪动向,1295,2019-03-26
1010,https://www.klsescreener.com/v2/news/stock/1295,"TheStar13 Mar, 2019 12:52pm - 5 days ago","KLCI bucks Asian trend, extends rebound",1295,2019-03-13
10847,https://www.klsescreener.com/v2/news/stock/1368,"TheStar15 Mar, 2019 00:00am - 3 days ago",TNB keeps mum on leadership change rumours,1368,2019-03-15
10848,https://www.klsescreener.com/v2/news/stock/1368,"TheStar14 Mar, 2019 15:48pm - 3 days ago",TNB mum on leadership change rumours,1368,2019-03-14
10926,https://www.klsescreener.com/v2/news/stock/1368,"Sinchew14 Mar, 2019 12:24pm - 1 week ago",官联企业掀撤职潮·国能未否认CEO下台,1368,2019-03-14
10935,https://www.klsescreener.com/v2/news/stock/1368,"TheEdge06 Mar, 2019 08:48am - 3 weeks ago",UEM Edgenta sees higher margin to lift FY19 profit,1368,2019-03-06
10850,https://www.klsescreener.com/v2/news/stock/1368,"TheEdge14 Mar, 2019 12:07pm - 4 days ago",《新海峡时报》：国能CEO被要求下台,1368,2019-03-14
10922,https://www.klsescreener.com/v2/news/stock/1368,"Sinchew15 Mar, 2019 12:22pm - 1 week ago",政企撤职风·国能未否认CEO换人,1368,2019-03-15
10936,https://www.klsescreener.com/v2/news/stock/1368,"Nanyang06 Mar, 2019 00:05am - 3 weeks ago",医疗设施基建维护支撑 Edgenta营收料胜去年,1368,2019-03-06
10921,https://www.klsescreener.com/v2/news/stock/1368,"TheEdge20 Mar, 2019 10:55am - 1 week ago",MIDF: Geopolitical events to continue affecting M'sian market in 2019,1368,2019-03-20
10920,https://www.klsescreener.com/v2/news/stock/1368,"TheEdge20 Mar, 2019 11:51am - 1 week ago",地缘政治事件将继续影响大马市场,1368,2019-03-20
10862,https://www.klsescreener.com/v2/news/stock/1368,"TheEdge05 Mar, 2019 17:00pm - 1 week ago","UEM Edgenta sees FY19 revenue, profit growth — CEO",1368,2019-03-05
10861,https://www.klsescreener.com/v2/news/stock/1368,"TheEdge05 Mar, 2019 17:42pm - 1 week ago",UEM Edgenta冀2019财年营业额与盈利增长,1368,2019-03-05
10860,https://www.klsescreener.com/v2/news/stock/1368,"TheEdge05 Mar, 2019 23:23pm - 1 week ago","Daibochi, Scientex, Brahim's, Maybank, UEM Edgenta, AirAsia, SunCon and Ikhmas Jaya",1368,2019-03-05
10859,https://www.klsescreener.com/v2/news/stock/1368,"TheStar06 Mar, 2019 00:00am - 1 week ago",UEM Edgenta sees year of growth,1368,2019-03-06
10919,https://www.klsescreener.com/v2/news/stock/1368,"TheEdge22 Mar, 2019 18:07pm - 5 days ago",Why does Malaysia Airlines keep failing — and is there a way to stop it?,1368,2019-03-22
10918,https://www.klsescreener.com/v2/news/stock/1368,"TheEdge27 Mar, 2019 18:40pm - 1 hour ago",Amir Hamzah is TNB's new CEO,1368,2019-03-27
10917,https://www.klsescreener.com/v2/news/stock/1368,"TheEdge27 Mar, 2019 18:52pm - 1 hour ago",Amir Hamzah将任国能总执行长,1368,2019-03-27
10930,https://www.klsescreener.com/v2/news/stock/1368,"TheEdge07 Mar, 2019 10:59am - 2 weeks ago",‘Technologically-driven solutions likely to spur UEM Edgenta growth’,1368,2019-03-07
10854,https://www.klsescreener.com/v2/news/stock/1368,"Nanyang07 Mar, 2019 00:00am - 1 week ago","Edgenta
现金周息率诱人",1368,2019-03-07
10863,https://www.klsescreener.com/v2/news/stock/1368,"TheStar05 Mar, 2019 15:34pm - 1 week ago",UEM Edgenta: Extend automation incentives to other industries as well,1368,2019-03-05
10864,https://www.klsescreener.com/v2/news/stock/1368,"TheEdge04 Mar, 2019 16:00pm - 1 week ago",TIME best performer in Khazanah’s commercial pool,1368,2019-03-04
10856,https://www.klsescreener.com/v2/news/stock/1368,"Sinchew06 Mar, 2019 10:52am - 1 week ago",“大道维修是必须的”·UEM前线盈利不影响,1368,2019-03-06
6489,https://www.klsescreener.com/v2/news/stock/1481,"Nanyang23 Mar, 2019 00:10am - 4 days ago","仅用在投资组合
国投筹资不涉基金资产",1481,2019-03-23
14334,https://www.klsescreener.com/v2/news/stock/1503,"TheStar23 Mar, 2019 09:05am - 4 days ago",Top 40 Richest Malaysians: Part 2,1503,2019-03-23
9330,https://www.klsescreener.com/v2/news/stock/1562,"Sinchew19 Mar, 2019 11:19am - 1 week ago",成功多多第三季赚5907万‧派息3.5仙,1562,2019-03-19
9329,https://www.klsescreener.com/v2/news/stock/1562,"Nanyang19 Mar, 2019 23:35pm - 1 week ago",成功多多 6.8%周息率诱人,1562,2019-03-19
9328,https://www.klsescreener.com/v2/news/stock/1562,"Sinchew20 Mar, 2019 12:16pm - 1 week ago",业绩符预期 营运成本高·成功多多3年财测下调,1562,2019-03-20
9331,https://www.klsescreener.com/v2/news/stock/1562,"Nanyang18 Mar, 2019 23:48pm - 1 week ago",成功多多第三季净赚近6000万,1562,2019-03-18
9333,https://www.klsescreener.com/v2/news/stock/1562,"Orientaldaily18 Mar, 2019 19:21pm - 1 week ago",合法字票銷售好轉　成功多多跑贏萬能,1562,2019-03-18
9332,https://www.klsescreener.com/v2/news/stock/1562,"Chinapress18 Mar, 2019 23:21pm - 1 week ago",第3季业绩失色 成功多多仍派息3.5仙,1562,2019-03-18
15526,https://www.klsescreener.com/v2/news/stock/1589,"TheStar16 Mar, 2019 08:11am - 1 week ago",Ekovest transaction raises questions,1589,2019-03-16
15567,https://www.klsescreener.com/v2/news/stock/1589,"TheEdge04 Mar, 2019 15:54pm - 1 week ago",Iskandar Waterfront City jumps 22% to highest in six months,1589,2019-03-04
15566,https://www.klsescreener.com/v2/news/stock/1589,"Nanyang05 Mar, 2019 00:00am - 1 week ago",热门股:依海城上挑82仙,1589,2019-03-05
15565,https://www.klsescreener.com/v2/news/stock/1589,"Sinchew05 Mar, 2019 10:00am - 1 week ago",达洋企业升3.68%·马股跌穿1690点,1589,2019-03-05
15528,https://www.klsescreener.com/v2/news/stock/1589,"Sinchew15 Mar, 2019 10:12am - 1 week ago",油气股掀套利潮·马股微跌,1589,2019-03-15
15529,https://www.klsescreener.com/v2/news/stock/1589,"Sinchew11 Mar, 2019 13:32pm - 2 weeks ago",海滨城市劲涨9.22%‧马股早盘低迷跌8.80点,1589,2019-03-11
15562,https://www.klsescreener.com/v2/news/stock/1589,"Sinchew05 Mar, 2019 13:03pm - 1 week ago",MYEG劲扬2%·马股半天跌4.62点,1589,2019-03-05
15564,https://www.klsescreener.com/v2/news/stock/1589,"TheEdge05 Mar, 2019 10:35am - 1 week ago","KLCI pares loss, stays below 1,700 level in line with tepid regional sentiment",1589,2019-03-05
15563,https://www.klsescreener.com/v2/news/stock/1589,"TheEdge05 Mar, 2019 10:53am - 1 week ago",区域市场情绪温和 马股跌幅收窄,1589,2019-03-05
15403,https://www.klsescreener.com/v2/news/stock/1619,"TheEdge07 Mar, 2019 10:13am - 1 week ago",Proton's positive 2019 start continued with sales growth in February,1619,2019-03-07
15404,https://www.klsescreener.com/v2/news/stock/1619,"TheEdge04 Mar, 2019 08:40am - 2 weeks ago",Proton to treat third national car like any other competitor,1619,2019-03-04
15406,https://www.klsescreener.com/v2/news/stock/1619,"TheStar01 Mar, 2019 09:20am - 2 weeks ago",DRB-Hicom posts profitin Q3,1619,2019-03-01
15402,https://www.klsescreener.com/v2/news/stock/1619,"Sinchew08 Mar, 2019 11:08am - 1 week ago",多元资源19亿资产脱售展延,1619,2019-03-08
15390,https://www.klsescreener.com/v2/news/stock/1619,"TheEdge28 Feb, 2019 20:21pm - 3 weeks ago",宝腾销量增 多元重工业第三季转亏为盈,1619,2019-02-28
15389,https://www.klsescreener.com/v2/news/stock/1619,"Chinapress28 Feb, 2019 23:29pm - 3 weeks ago",汽车业务大功臣 多元资源第3季净赚7302万,1619,2019-02-28
15388,https://www.klsescreener.com/v2/news/stock/1619,"TheStar01 Mar, 2019 09:06am - 3 weeks ago","Trading ideas: CIMB, TNB, BIMB, KSL, Sunway, DRB-Hicom",1619,2019-03-01
15386,https://www.klsescreener.com/v2/news/stock/1619,"TheEdge01 Mar, 2019 11:02am - 3 weeks ago",Improved Proton sales lift DRB-Hicom 3Q profit,1619,2019-03-01
15382,https://www.klsescreener.com/v2/news/stock/1619,"TheStar10 Mar, 2019 08:56am - 2 weeks ago","‘Hard life’ in revitalising Proton, but he’s loving it",1619,2019-03-10
15380,https://www.klsescreener.com/v2/news/stock/1619,"TheEdge11 Mar, 2019 13:52pm - 2 weeks ago",Frankly Speaking: Tender issues,1619,2019-03-11
15409,https://www.klsescreener.com/v2/news/stock/1619,"TheEdge28 Feb, 2019 19:22pm - 2 weeks ago","DRB-Hicom posts RM73m profit in 3Q, sees improved Proton sales",1619,2019-02-28
15381,https://www.klsescreener.com/v2/news/stock/1619,"TheStar10 Mar, 2019 08:56am - 2 weeks ago",Proton aims to turn profitable this year,1619,2019-03-10
15375,https://www.klsescreener.com/v2/news/stock/1619,"TheEdge21 Mar, 2019 23:57pm - 5 days ago","TM, Mudajaya, Progressive Impact, Perdana Petroleum, Dayang Enterprise, MCE, DRB-Hicom, Vizione and United Malacca",1619,2019-03-21
15376,https://www.klsescreener.com/v2/news/stock/1619,"TheEdge21 Mar, 2019 21:44pm - 5 days ago",MCE bags contracts from Proton and Perodua,1619,2019-03-21
15374,https://www.klsescreener.com/v2/news/stock/1619,"Nanyang23 Mar, 2019 00:10am - 4 days ago","多元重工
巴国设厂受看好",1619,2019-03-23
15373,https://www.klsescreener.com/v2/news/stock/1619,"TheStar23 Mar, 2019 08:20am - 4 days ago",Geely aims to sell one million Proton cars in 10 years,1619,2019-03-23
15378,https://www.klsescreener.com/v2/news/stock/1619,"Nanyang19 Mar, 2019 22:30pm - 1 week ago",政府瞄准“成熟机构” Felcra发展银行基建或上市,1619,2019-03-19
15371,https://www.klsescreener.com/v2/news/stock/1619,"TheStar25 Mar, 2019 08:25am - 2 days ago",Another boost for Proton,1619,2019-03-25
15377,https://www.klsescreener.com/v2/news/stock/1619,"Sinchew20 Mar, 2019 18:09pm - 1 week ago",4大风险拦路·全年汽车销售展望分歧,1619,2019-03-20
6680,https://www.klsescreener.com/v2/news/stock/1643,"TheEdge20 Mar, 2019 15:00pm - 1 week ago",Cover story: Paramount hopes to revitalise Klang with Berkeley Uptown,1643,2019-03-20
14017,https://www.klsescreener.com/v2/news/stock/1651,"TheStar01 Mar, 2019 16:49pm - 2 weeks ago","Govt's takeover of  four tolled highways will raise debt level, says RAM",1651,2019-03-01
14015,https://www.klsescreener.com/v2/news/stock/1651,"TheStar02 Mar, 2019 00:00am - 2 weeks ago",Highway blues,1651,2019-03-02
14016,https://www.klsescreener.com/v2/news/stock/1651,"TheEdge01 Mar, 2019 19:30pm - 2 weeks ago",RAM believes Government will strike balance between toll-abolition and implications of debt market,1651,2019-03-01
14008,https://www.klsescreener.com/v2/news/stock/1651,"TheStar08 Mar, 2019 00:00am - 1 week ago",Building material counters on track to benefit,1651,2019-03-08
14020,https://www.klsescreener.com/v2/news/stock/1651,"TheEdge27 Feb, 2019 10:29am - 2 weeks ago","MRCB falls on absence of disposal gain, job slowdown",1651,2019-02-27
14019,https://www.klsescreener.com/v2/news/stock/1651,"Sinchew27 Feb, 2019 11:55am - 2 weeks ago",LRT3进账减·马资源末季少赚73%,1651,2019-02-27
14018,https://www.klsescreener.com/v2/news/stock/1651,"TheEdge28 Feb, 2019 15:00pm - 2 weeks ago",Cover Story: Man with a mandate,1651,2019-02-28
14011,https://www.klsescreener.com/v2/news/stock/1651,"TheEdge06 Mar, 2019 00:58am - 1 week ago","Skills passport to facilitate job seekers, industry — Syed Saddiq",1651,2019-03-06
14012,https://www.klsescreener.com/v2/news/stock/1651,"TheEdge05 Mar, 2019 16:00pm - 1 week ago",Considerable interest in Central Spine Road contracts,1651,2019-03-05
14013,https://www.klsescreener.com/v2/news/stock/1651,"TheEdge04 Mar, 2019 15:00pm - 1 week ago",The State of the Nation: EPF beats expectations on dividend and impairment,1651,2019-03-04
4913,https://www.klsescreener.com/v2/news/stock/1651,"TheStar11 Mar, 2019 08:41am - 2 weeks ago",Zuraida: Housing policy to be enhanced,1651,2019-03-11
14014,https://www.klsescreener.com/v2/news/stock/1651,"Sinchew02 Mar, 2019 11:24am - 2 weeks ago",RAM：加重财务负担·政府购大道三思,1651,2019-03-02
14001,https://www.klsescreener.com/v2/news/stock/1651,"TheEdge15 Mar, 2019 10:56am - 3 days ago",George Kent seen to promote smart metering to state govts,1651,2019-03-15
14002,https://www.klsescreener.com/v2/news/stock/1651,"TheEdge15 Mar, 2019 01:20am - 3 days ago",PAC to Government: Provide SOP for asset maintenance,1651,2019-03-15
14003,https://www.klsescreener.com/v2/news/stock/1651,"TheEdge12 Mar, 2019 10:51am - 6 days ago",George Kent seen to grow profit contribution from metering unit,1651,2019-03-12
4910,https://www.klsescreener.com/v2/news/stock/1651,"Nanyang11 Mar, 2019 23:30pm - 2 weeks ago",乔治肯特 缺利好前景谨慎,1651,2019-03-11
4906,https://www.klsescreener.com/v2/news/stock/1651,"TheEdge19 Mar, 2019 12:16pm - 1 week ago",MRCB stepping up the game with Modular Building System,1651,2019-03-19
4904,https://www.klsescreener.com/v2/news/stock/1651,"TheStar20 Mar, 2019 10:31am - 1 week ago",MRCB stepping up game in construction industry with MBS,1651,2019-03-20
4182,https://www.klsescreener.com/v2/news/stock/1694,"Sinchew02 Mar, 2019 17:43pm - 3 weeks ago",累积持股至7%·胜利出现新显着股东,1694,2019-03-02
4181,https://www.klsescreener.com/v2/news/stock/1694,"TheEdge13 Mar, 2019 15:00pm - 2 weeks ago",Menang sees interesting new substantial shareholder,1694,2019-03-13
11194,https://www.klsescreener.com/v2/news/stock/1724,"Sinchew08 Mar, 2019 11:22am - 2 weeks ago",百乐园拟推13亿房产·料分拆教育业务,1724,2019-03-08
11193,https://www.klsescreener.com/v2/news/stock/1724,"TheStar09 Mar, 2019 07:41am - 2 weeks ago",Paramount remains resilient in a challenging market,1724,2019-03-09
11195,https://www.klsescreener.com/v2/news/stock/1724,"TheEdge08 Mar, 2019 10:33am - 2 weeks ago",Paramount sets RM1b FY19 sales goal,1724,2019-03-08
11198,https://www.klsescreener.com/v2/news/stock/1724,"Orientaldaily07 Mar, 2019 21:43pm - 2 weeks ago",推13億新盤拓展共享辦公室　百樂園今年10億銷售目標,1724,2019-03-07
11197,https://www.klsescreener.com/v2/news/stock/1724,"Chinapress07 Mar, 2019 23:32pm - 2 weeks ago",百乐园放眼10亿销售目标,1724,2019-03-07
11199,https://www.klsescreener.com/v2/news/stock/1724,"TheEdge07 Mar, 2019 18:28pm - 2 weeks ago",Paramount Corp to rollout PJ Sec 14 TOD development in 2020,1724,2019-03-07
11200,https://www.klsescreener.com/v2/news/stock/1724,"TheEdge07 Mar, 2019 16:16pm - 2 weeks ago",Paramount targets RM1.3b GDV of launches this year,1724,2019-03-07
11201,https://www.klsescreener.com/v2/news/stock/1724,"TheStar07 Mar, 2019 15:44pm - 2 weeks ago",Paramount targets RM1bil sales in 2019,1724,2019-03-07
11202,https://www.klsescreener.com/v2/news/stock/1724,"TheStar07 Mar, 2019 15:20pm - 2 weeks ago",Paramount aims to sustain RM1b sales target in 2019,1724,2019-03-07
11203,https://www.klsescreener.com/v2/news/stock/1724,"Sinchew07 Mar, 2019 11:18am - 2 weeks ago",马中新合约提振·德源涨停· 砂油棕大起,1724,2019-03-07
11205,https://www.klsescreener.com/v2/news/stock/1724,"Chinapress06 Mar, 2019 23:10pm - 2 weeks ago",德源再冲高涨停板　,1724,2019-03-06
11207,https://www.klsescreener.com/v2/news/stock/1724,"TheEdge06 Mar, 2019 18:00pm - 3 weeks ago",Teck Guan shares hit limit-up on subsidiary's palm oil purchase deal,1724,2019-03-06
11208,https://www.klsescreener.com/v2/news/stock/1724,"TheStar06 Mar, 2019 12:30pm - 3 weeks ago","Quick take: Teck Guan hits limit-up, surges 33%",1724,2019-03-06
11209,https://www.klsescreener.com/v2/news/stock/1724,"Chinapress05 Mar, 2019 23:15pm - 3 weeks ago",马中162万公吨棕油买卖 郭老公司包揽130万,1724,2019-03-05
11210,https://www.klsescreener.com/v2/news/stock/1724,"Chinapress05 Mar, 2019 23:10pm - 3 weeks ago",子公司获中企购棕油 德源 砂油棕 股价应声涨,1724,2019-03-05
11196,https://www.klsescreener.com/v2/news/stock/1724,"Nanyang08 Mar, 2019 00:06am - 2 weeks ago","百乐园无惧房市放缓
维持10亿销售目标",1724,2019-03-08
11206,https://www.klsescreener.com/v2/news/stock/1724,"TheEdge06 Mar, 2019 18:23pm - 3 weeks ago",子公司签棕油采购意向书 刺激德源首要涨停板,1724,2019-03-06
11204,https://www.klsescreener.com/v2/news/stock/1724,"Nanyang07 Mar, 2019 00:11am - 2 weeks ago","中企有意买12万吨棕油
德源首要狂飙33%涨停板",1724,2019-03-07
11161,https://www.klsescreener.com/v2/news/stock/1724,"TheEdge05 Mar, 2019 15:58pm - 1 week ago",子公司向中企售棕油 德源砂油棕应声涨,1724,2019-03-05
11162,https://www.klsescreener.com/v2/news/stock/1724,"TheEdge05 Mar, 2019 15:38pm - 1 week ago","Teck Guan, Sarawak Oil Palms rise after units ink deals to sell palm oil to China",1724,2019-03-05
11163,https://www.klsescreener.com/v2/news/stock/1724,"TheEdge05 Mar, 2019 11:05am - 1 week ago",马中签署价值36.4亿的棕油采购协议,1724,2019-03-05
11164,https://www.klsescreener.com/v2/news/stock/1724,"TheEdge05 Mar, 2019 08:51am - 1 week ago","Malaysia, China sign palm oil purchase deals worth RM3.64b",1724,2019-03-05
11165,https://www.klsescreener.com/v2/news/stock/1724,"TheEdge04 Mar, 2019 18:45pm - 1 week ago","Malaysia, China sign palm oil purchase deals worth US$891 mil",1724,2019-03-04
4670,https://www.klsescreener.com/v2/news/stock/1783,"TheEdge15 Mar, 2019 20:13pm - 2 days ago",雪兰莪实业首季净赚2304万,1783,2019-03-15
4671,https://www.klsescreener.com/v2/news/stock/1783,"TheEdge15 Mar, 2019 19:57pm - 2 days ago",Selangor Properties posts RM23.04 mil net profit in 1QFY19,1783,2019-03-15
4668,https://www.klsescreener.com/v2/news/stock/1783,"Nanyang16 Mar, 2019 21:00pm - 1 day ago",雪兰莪实业首季转亏为盈,1783,2019-03-16
13802,https://www.klsescreener.com/v2/news/stock/1783,"Nanyang18 Mar, 2019 23:40pm - 1 week ago",雪兰莪实业 小股东应接受献议,1783,2019-03-18
13805,https://www.klsescreener.com/v2/news/stock/1783,"Chinapress17 Mar, 2019 23:34pm - 1 week ago",雪兰莪实业成功转亏为盈 首季净赚2304万,1783,2019-03-17
286,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge27 Mar, 2019 10:10am - 10 hours ago","SCGM in the red on higher raw material prices, finance costs",1818,2019-03-27
285,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge27 Mar, 2019 10:10am - 10 hours ago","Advancecon, Semesta eye opportunities in solar energy",1818,2019-03-27
282,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 16:00pm - Just now ago",Non-payment of small vendors hinders O&G recovery,1818,2019-03-18
281,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 16:02pm - Just now ago",MHB receives RM125m claim from KPOC,1818,2019-03-18
280,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 16:43pm - Just now ago",Lotte Chemical Titan's LINE project to undergo RM377.16m land prep work,1818,2019-03-18
278,https://www.klsescreener.com/v2/news/stock/1818,"TheStar18 Mar, 2019 18:06pm - Just now ago",Barakah clarifies total liabilities at RM336m at end 2018,1818,2019-03-18
277,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 18:17pm - Just now ago",What O&G recovery? Subcontractors still not paid on time,1818,2019-03-18
276,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 18:21pm - Just now ago",FBM KLCI up 0.62% at intraday high ahead of US rate decision,1818,2019-03-18
275,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 19:09pm - Just now ago",Taliwork’s major shareholder buys 9.89% stake in Thriven Global,1818,2019-03-18
274,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 20:22pm - Just now ago",Barakah yet to know amount of debts it needs to restructure,1818,2019-03-18
272,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 20:53pm - Just now ago",TM says deal with MFL cancelled because both sides could not agree on terms,1818,2019-03-18
271,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge18 Mar, 2019 21:24pm - Just now ago",Can-One's takeover offer for Kian Joo turns unconditional,1818,2019-03-18
289,https://www.klsescreener.com/v2/news/stock/1818,"TheStar27 Mar, 2019 07:35am - 12 hours ago",Astro net profit at RM118mil,1818,2019-03-27
274,https://www.klsescreener.com/v2/news/stock/1818,"TheStar27 Mar, 2019 18:24pm - 1 hour ago",Amir Hamzah to head Tenaga Nasional,1818,2019-03-27
283,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge27 Mar, 2019 10:29am - 9 hours ago",VS Industry net profit falls 14% on lower overseas orders,1818,2019-03-27
282,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge27 Mar, 2019 10:29am - 9 hours ago",Kim Loong net profit slumps on lower palm oil prices,1818,2019-03-27
281,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge27 Mar, 2019 10:29am - 9 hours ago",Comfort Gloves 4Q earnings double to RM9.39m,1818,2019-03-27
279,https://www.klsescreener.com/v2/news/stock/1818,"TheEdge27 Mar, 2019 11:30am - 8 hours ago",Cover Story: A dream fulfilled,1818,2019-03-27
